,extracted_organism_name,extracted_compound_name,accepted_name,accepted_name_w_author,InChIKey_simp,refDOI,pairs
3792,micromeria cremnophila boiss. et heldr,caryophyllene oxide,Micromeria cremnophila,Micromeria cremnophila Boiss. & Heldr.,NVEQFIOZRFFVFW,10.30495/tpr.2022.694114,Micromeria cremnophila_NVEQFIOZRFFVFW
3794,micromeria cristata (hampe) griseb,camphor,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,DSSYKIVIOFKYAU,10.30495/tpr.2022.694114,Micromeria cristata_DSSYKIVIOFKYAU
3795,micromeria cristata (hampe) griseb,isoborneol,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,DTGKSKDOIYIVQL,10.30495/tpr.2022.694114,Micromeria cristata_DTGKSKDOIYIVQL
3796,micromeria cristata (hampe) griseb,10-epi-α-cadinol,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,LHYHMMRYTDARSZ,10.30495/tpr.2022.694114,Micromeria cristata_LHYHMMRYTDARSZ
3797,micromeria cristata (hampe) griseb,bornyl acetate,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,KGEKLUUHTZCSIP,10.30495/tpr.2022.694114,Micromeria cristata_KGEKLUUHTZCSIP
3798,micromeria cristata (hampe) griseb,"1,8-cineole",Micromeria cristata,Micromeria cristata (Hampe) Griseb.,WEEGYLXZBRQIMU,10.30495/tpr.2022.694114,Micromeria cristata_WEEGYLXZBRQIMU
3799,micromeria cristata (hampe) griseb,verbenone,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,DCSCXTJOXBUFGB,10.30495/tpr.2022.694114,Micromeria cristata_DCSCXTJOXBUFGB
3800,micromeria cristata (hampe) griseb,thujan-3-ol,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,DZVXRFMREAADPP,10.30495/tpr.2022.694114,Micromeria cristata_DZVXRFMREAADPP
3801,micromeria cristata (hampe) griseb,cis-thujone,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,USMNOWBWPHYOEA,10.30495/tpr.2022.694114,Micromeria cristata_USMNOWBWPHYOEA
3802,micromeria cristata (hampe) griseb,globulol,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,AYXPYQRXGNDJFU,10.30495/tpr.2022.694114,Micromeria cristata_AYXPYQRXGNDJFU
3803,micromeria cristata (hampe) griseb,caryophyllene oxide,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,NVEQFIOZRFFVFW,10.30495/tpr.2022.694114,Micromeria cristata_NVEQFIOZRFFVFW
3804,micromeria cristata (hampe) griseb,spathulenol,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,FRMCCTDTYSRUBE,10.30495/tpr.2022.694114,Micromeria cristata_FRMCCTDTYSRUBE
3805,micromeria cristata (hampe) griseb,borneol,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,DTGKSKDOIYIVQL,10.30495/tpr.2022.694114,Micromeria cristata_DTGKSKDOIYIVQL
3806,micromeria cristata (hampe) griseb,(e)-nerolidol,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,FQTLCLSUCSAZDY,10.30495/tpr.2022.694114,Micromeria cristata_FQTLCLSUCSAZDY
3807,micromeria cristata (hampe) griseb,α-cadinol,Micromeria cristata,Micromeria cristata (Hampe) Griseb.,LHYHMMRYTDARSZ,10.30495/tpr.2022.694114,Micromeria cristata_LHYHMMRYTDARSZ
3808,micromeria croatica (pers.) schott,myrtenol,Micromeria croatica,Micromeria croatica (Pers.) Schott,RXBQNMWIQKOSCS,10.30495/tpr.2022.694114,Micromeria croatica_RXBQNMWIQKOSCS
3809,micromeria croatica (pers.) schott,"cis-p-mentha-1(7),8-dien-2-ol",Micromeria croatica,Micromeria croatica (Pers.) Schott,PNVTXOFNJFHXOK,10.30495/tpr.2022.694114,Micromeria croatica_PNVTXOFNJFHXOK
3810,micromeria croatica (pers.) schott,α-terpinene,Micromeria croatica,Micromeria croatica (Pers.) Schott,YHQGMYUVUMAZJR,10.30495/tpr.2022.694114,Micromeria croatica_YHQGMYUVUMAZJR
3811,micromeria croatica (pers.) schott,geranial,Micromeria croatica,Micromeria croatica (Pers.) Schott,WTEVQBCEXWBHNA,10.30495/tpr.2022.694114,Micromeria croatica_WTEVQBCEXWBHNA
3812,micromeria croatica (pers.) schott,β-bisabolol,Micromeria croatica,Micromeria croatica (Pers.) Schott,WTVHAMTYZJGJLJ,10.30495/tpr.2022.694114,Micromeria croatica_WTVHAMTYZJGJLJ
3813,micromeria croatica (pers.) schott,neryl acetate,Micromeria croatica,Micromeria croatica (Pers.) Schott,HIGQPQRQIQDZMP,10.30495/tpr.2022.694114,Micromeria croatica_HIGQPQRQIQDZMP
3814,micromeria croatica (pers.) schott,β-vetivenene,Micromeria croatica,Micromeria croatica (Pers.) Schott,QSUQBXKPPUWLTH,10.30495/tpr.2022.694114,Micromeria croatica_QSUQBXKPPUWLTH
3815,micromeria croatica (pers.) schott,thymol methyl ether,Micromeria croatica,Micromeria croatica (Pers.) Schott,LSQXNMXDFRRDSJ,10.30495/tpr.2022.694114,Micromeria croatica_LSQXNMXDFRRDSJ
3817,micromeria croatica (pers.) schott,caryophyllene acetate,Micromeria croatica,Micromeria croatica (Pers.) Schott,SJDDHMSVZMBJPH,10.30495/tpr.2022.694114,Micromeria croatica_SJDDHMSVZMBJPH
3819,micromeria croatica (pers.) schott,α-cubebene,Micromeria croatica,Micromeria croatica (Pers.) Schott,XUEHVOLRMXNRKQ,10.30495/tpr.2022.694114,Micromeria croatica_XUEHVOLRMXNRKQ
3820,micromeria croatica (pers.) schott,α-cadinene,Micromeria croatica,Micromeria croatica (Pers.) Schott,QMAYBMKBYCGXDH,10.30495/tpr.2022.694114,Micromeria croatica_QMAYBMKBYCGXDH
3822,micromeria croatica (pers.) schott,δ-cadinene,Micromeria croatica,Micromeria croatica (Pers.) Schott,FUCYIEXQVQJBKY,10.30495/tpr.2022.694114,Micromeria croatica_FUCYIEXQVQJBKY
3823,micromeria croatica (pers.) schott,"cis-p-mentha-1(7),8-dien-ol",Micromeria croatica,Micromeria croatica (Pers.) Schott,QYNSYIHTNODQME,10.30495/tpr.2022.694114,Micromeria croatica_QYNSYIHTNODQME
3824,micromeria croatica (pers.) schott,viridiflorol,Micromeria croatica,Micromeria croatica (Pers.) Schott,AYXPYQRXGNDJFU,10.30495/tpr.2022.694114,Micromeria croatica_AYXPYQRXGNDJFU
3826,micromeria croatica (pers.) schott,linalool,Micromeria croatica,Micromeria croatica (Pers.) Schott,CDOSHBSSFJOMGT,10.30495/tpr.2022.694114,Micromeria croatica_CDOSHBSSFJOMGT
3827,micromeria croatica (pers.) schott,thymol acetate,Micromeria croatica,Micromeria croatica (Pers.) Schott,WFMIUXMJJBBOGJ,10.30495/tpr.2022.694114,Micromeria croatica_WFMIUXMJJBBOGJ
3829,micromeria croatica (pers.) schott,β-caryophyllene,Micromeria croatica,Micromeria croatica (Pers.) Schott,NPNUFJAVOOONJE,10.30495/tpr.2022.694114,Micromeria croatica_NPNUFJAVOOONJE
3831,micromeria croatica (pers.) schott,geraniol,Micromeria croatica,Micromeria croatica (Pers.) Schott,GLZPCOQZEFWAFX,10.30495/tpr.2022.694114,Micromeria croatica_GLZPCOQZEFWAFX
3833,micromeria dalmatica benth,menthone,Clinopodium dalmaticum,Clinopodium dalmaticum (Benth.) Bräuchler & Heubl,NFLGAXVYCFJBMK,10.30495/tpr.2022.694114,Clinopodium dalmaticum_NFLGAXVYCFJBMK
3834,micromeria dalmatica benth,piperitenone oxide,Clinopodium dalmaticum,Clinopodium dalmaticum (Benth.) Bräuchler & Heubl,AKASWINDKIEEBO,10.30495/tpr.2022.694114,Clinopodium dalmaticum_AKASWINDKIEEBO
3835,micromeria dalmatica benth,piperitone,Clinopodium dalmaticum,Clinopodium dalmaticum (Benth.) Bräuchler & Heubl,YSTPAHQEHQSRJD,10.30495/tpr.2022.694114,Clinopodium dalmaticum_YSTPAHQEHQSRJD
3836,micromeria dalmatica benth,germacrene d,Clinopodium dalmaticum,Clinopodium dalmaticum (Benth.) Bräuchler & Heubl,GAIBLDCXCZKKJE,10.30495/tpr.2022.694114,Clinopodium dalmaticum_GAIBLDCXCZKKJE
3837,micromeria dalmatica benth,isomenthone,Clinopodium dalmaticum,Clinopodium dalmaticum (Benth.) Bräuchler & Heubl,NFLGAXVYCFJBMK,10.30495/tpr.2022.694114,Clinopodium dalmaticum_NFLGAXVYCFJBMK
3838,micromeria dalmatica benth,piperitenone,Clinopodium dalmaticum,Clinopodium dalmaticum (Benth.) Bräuchler & Heubl,HKZQJZIFODOLFR,10.30495/tpr.2022.694114,Clinopodium dalmaticum_HKZQJZIFODOLFR
3839,micromeria dalmatica benth,limonene,Clinopodium dalmaticum,Clinopodium dalmaticum (Benth.) Bräuchler & Heubl,XMGQYMWWDOXHJM,10.30495/tpr.2022.694114,Clinopodium dalmaticum_XMGQYMWWDOXHJM
3840,micromeria dalmatica benth,spathulenol,Clinopodium dalmaticum,Clinopodium dalmaticum (Benth.) Bräuchler & Heubl,FRMCCTDTYSRUBE,10.30495/tpr.2022.694114,Clinopodium dalmaticum_FRMCCTDTYSRUBE
3841,micromeria dalmatica benth,pulegone,Clinopodium dalmaticum,Clinopodium dalmaticum (Benth.) Bräuchler & Heubl,NZGWDASTMWDZIW,10.30495/tpr.2022.694114,Clinopodium dalmaticum_NZGWDASTMWDZIW
3842,micromeria debilis pomel,linalool,Micromeria debilis,Micromeria debilis Pomel,CDOSHBSSFJOMGT,10.30495/tpr.2022.694114,Micromeria debilis_CDOSHBSSFJOMGT
3843,micromeria debilis pomel,geranial,Micromeria debilis,Micromeria debilis Pomel,WTEVQBCEXWBHNA,10.30495/tpr.2022.694114,Micromeria debilis_WTEVQBCEXWBHNA
3844,micromeria debilis pomel,β-pinene,Micromeria debilis,Micromeria debilis Pomel,WTARULDDTDQWMU,10.30495/tpr.2022.694114,Micromeria debilis_WTARULDDTDQWMU
3845,micromeria debilis pomel,caryophyllene oxide,Micromeria debilis,Micromeria debilis Pomel,NVEQFIOZRFFVFW,10.30495/tpr.2022.694114,Micromeria debilis_NVEQFIOZRFFVFW
3846,micromeria debilis pomel,(e)-β-caryophyllene,Micromeria debilis,Micromeria debilis Pomel,NPNUFJAVOOONJE,10.30495/tpr.2022.694114,Micromeria debilis_NPNUFJAVOOONJE
3847,micromeria debilis pomel,germacrene d,Micromeria debilis,Micromeria debilis Pomel,GAIBLDCXCZKKJE,10.30495/tpr.2022.694114,Micromeria debilis_GAIBLDCXCZKKJE
3848,micromeria dolichodontha p. h. davis,β-caryophyllene,Clinopodium dolichodontum,Clinopodium dolichodontum (P.H.Davis) Bräuchler & Heubl,NPNUFJAVOOONJE,10.30495/tpr.2022.694114,Clinopodium dolichodontum_NPNUFJAVOOONJE
3849,micromeria dolichodontha p. h. davis,(e)-β-farnesene,Clinopodium dolichodontum,Clinopodium dolichodontum (P.H.Davis) Bräuchler & Heubl,JSNRRGGBADWTMC,10.30495/tpr.2022.694114,Clinopodium dolichodontum_JSNRRGGBADWTMC
3850,micromeria dolichodontha p. h. davis,bicyclogermacrene,Clinopodium dolichodontum,Clinopodium dolichodontum (P.H.Davis) Bräuchler & Heubl,VPDZRSSKICPUEY,10.30495/tpr.2022.694114,Clinopodium dolichodontum_VPDZRSSKICPUEY
3851,micromeria dolichodontha p. h. davis,caryophyllene oxide,Clinopodium dolichodontum,Clinopodium dolichodontum (P.H.Davis) Bräuchler & Heubl,NVEQFIOZRFFVFW,10.30495/tpr.2022.694114,Clinopodium dolichodontum_NVEQFIOZRFFVFW
3852,micromeria dolichodontha p. h. davis,germacrene d,Clinopodium dolichodontum,Clinopodium dolichodontum (P.H.Davis) Bräuchler & Heubl,GAIBLDCXCZKKJE,10.30495/tpr.2022.694114,Clinopodium dolichodontum_GAIBLDCXCZKKJE
3853,micromeria frivaldszkyana (degen) velen,menthone,Clinopodium frivaldszkyanum,Clinopodium frivaldszkyanum (Degen) Bräuchler & Heubl,NFLGAXVYCFJBMK,10.30495/tpr.2022.694114,Clinopodium frivaldszkyanum_NFLGAXVYCFJBMK
3854,micromeria frivaldszkyana (degen) velen,neomenthol,Clinopodium frivaldszkyanum,Clinopodium frivaldszkyanum (Degen) Bräuchler & Heubl,NOOLISFMXDJSKH,10.30495/tpr.2022.694114,Clinopodium frivaldszkyanum_NOOLISFMXDJSKH
3855,micromeria frivaldszkyana (degen) velen,pulegone,Clinopodium frivaldszkyanum,Clinopodium frivaldszkyanum (Degen) Bräuchler & Heubl,NZGWDASTMWDZIW,10.30495/tpr.2022.694114,Clinopodium frivaldszkyanum_NZGWDASTMWDZIW
3856,micromeria frivaldszkyana (degen) velen,limonene,Clinopodium frivaldszkyanum,Clinopodium frivaldszkyanum (Degen) Bräuchler & Heubl,XMGQYMWWDOXHJM,10.30495/tpr.2022.694114,Clinopodium frivaldszkyanum_XMGQYMWWDOXHJM
3857,micromeria frivaldszkyana (degen) velen,germacrene d,Clinopodium frivaldszkyanum,Clinopodium frivaldszkyanum (Degen) Bräuchler & Heubl,GAIBLDCXCZKKJE,10.30495/tpr.2022.694114,Clinopodium frivaldszkyanum_GAIBLDCXCZKKJE
3858,micromeria fruticosa (l.) druce,menthone,Clinopodium serpyllifolium subsp. fruticosum,Clinopodium serpyllifolium subsp. fruticosum (L.) Bräuchler,NFLGAXVYCFJBMK,10.30495/tpr.2022.694114,Clinopodium serpyllifolium subsp. fruticosum_NFLGAXVYCFJBMK
3859,micromeria fruticosa (l.) druce,piperitenone oxide,Clinopodium serpyllifolium subsp. fruticosum,Clinopodium serpyllifolium subsp. fruticosum (L.) Bräuchler,AKASWINDKIEEBO,10.30495/tpr.2022.694114,Clinopodium serpyllifolium subsp. fruticosum_AKASWINDKIEEBO
3860,micromeria fruticosa (l.) druce,β-caryophyllene,Clinopodium serpyllifolium subsp. fruticosum,Clinopodium serpyllifolium subsp. fruticosum (L.) Bräuchler,NPNUFJAVOOONJE,10.30495/tpr.2022.694114,Clinopodium serpyllifolium subsp. fruticosum_NPNUFJAVOOONJE
3861,micromeria fruticosa (l.) druce,piperitone,Clinopodium serpyllifolium subsp. fruticosum,Clinopodium serpyllifolium subsp. fruticosum (L.) Bräuchler,YSTPAHQEHQSRJD,10.30495/tpr.2022.694114,Clinopodium serpyllifolium subsp. fruticosum_YSTPAHQEHQSRJD
3862,micromeria fruticosa (l.) druce,isomenthone,Clinopodium serpyllifolium subsp. fruticosum,Clinopodium serpyllifolium subsp. fruticosum (L.) Bräuchler,NFLGAXVYCFJBMK,10.30495/tpr.2022.694114,Clinopodium serpyllifolium subsp. fruticosum_NFLGAXVYCFJBMK
3863,micromeria fruticosa (l.) druce,piperitenone,Clinopodium serpyllifolium subsp. fruticosum,Clinopodium serpyllifolium subsp. fruticosum (L.) Bräuchler,HKZQJZIFODOLFR,10.30495/tpr.2022.694114,Clinopodium serpyllifolium subsp. fruticosum_HKZQJZIFODOLFR
3864,micromeria fruticosa (l.) druce,"para-mentha-3,8-diene",Clinopodium serpyllifolium subsp. fruticosum,Clinopodium serpyllifolium subsp. fruticosum (L.) Bräuchler,AJSJXSBFZDIRIS,10.30495/tpr.2022.694114,Clinopodium serpyllifolium subsp. fruticosum_AJSJXSBFZDIRIS
3865,micromeria fruticosa (l.) druce,linalool,Clinopodium serpyllifolium subsp. fruticosum,Clinopodium serpyllifolium subsp. fruticosum (L.) Bräuchler,CDOSHBSSFJOMGT,10.30495/tpr.2022.694114,Clinopodium serpyllifolium subsp. fruticosum_CDOSHBSSFJOMGT
3866,micromeria fruticosa (l.) druce,isopulegone,Clinopodium serpyllifolium subsp. fruticosum,Clinopodium serpyllifolium subsp. fruticosum (L.) Bräuchler,RMIANEGNSBUGDJ,10.30495/tpr.2022.694114,Clinopodium serpyllifolium subsp. fruticosum_RMIANEGNSBUGDJ
3867,micromeria fruticosa (l.) druce,pulegone,Clinopodium serpyllifolium subsp. fruticosum,Clinopodium serpyllifolium subsp. fruticosum (L.) Bräuchler,NZGWDASTMWDZIW,10.30495/tpr.2022.694114,Clinopodium serpyllifolium subsp. fruticosum_NZGWDASTMWDZIW
3868,micromeria fruticulosa (bertol.) grande,β-caryophyllene,Micromeria graeca subsp. fruticulosa,Micromeria graeca subsp. fruticulosa (Bertol.) Guinea,NPNUFJAVOOONJE,10.30495/tpr.2022.694114,Micromeria graeca subsp. fruticulosa_NPNUFJAVOOONJE
3869,micromeria fruticulosa (bertol.) grande,γ-terpinene,Micromeria graeca subsp. fruticulosa,Micromeria graeca subsp. fruticulosa (Bertol.) Guinea,YKFLAYDHMOASIY,10.30495/tpr.2022.694114,Micromeria graeca subsp. fruticulosa_YKFLAYDHMOASIY
3870,micromeria fruticulosa (bertol.) grande,linalool,Micromeria graeca subsp. fruticulosa,Micromeria graeca subsp. fruticulosa (Bertol.) Guinea,CDOSHBSSFJOMGT,10.30495/tpr.2022.694114,Micromeria graeca subsp. fruticulosa_CDOSHBSSFJOMGT
3871,micromeria fruticulosa (bertol.) grande,β-bisabolene,Micromeria graeca subsp. fruticulosa,Micromeria graeca subsp. fruticulosa (Bertol.) Guinea,XZRVRYFILCSYSP,10.30495/tpr.2022.694114,Micromeria graeca subsp. fruticulosa_XZRVRYFILCSYSP
3872,micromeria fruticulosa (bertol.) grande,pinocarvone,Micromeria graeca subsp. fruticulosa,Micromeria graeca subsp. fruticulosa (Bertol.) Guinea,TZDMGBLPGZXHJI,10.30495/tpr.2022.694114,Micromeria graeca subsp. fruticulosa_TZDMGBLPGZXHJI
3873,micromeria fruticulosa (bertol.) grande,α-bisabolol,Micromeria graeca subsp. fruticulosa,Micromeria graeca subsp. fruticulosa (Bertol.) Guinea,RGZSQWQPBWRIAQ,10.30495/tpr.2022.694114,Micromeria graeca subsp. fruticulosa_RGZSQWQPBWRIAQ
3874,micromeria fruticulosa (bertol.) grande,α-pinene,Micromeria graeca subsp. fruticulosa,Micromeria graeca subsp. fruticulosa (Bertol.) Guinea,GRWFGVWFFZKLTI,10.30495/tpr.2022.694114,Micromeria graeca subsp. fruticulosa_GRWFGVWFFZKLTI
3875,micromeria fruticulosa (bertol.) grande,p-cymene,Micromeria graeca subsp. fruticulosa,Micromeria graeca subsp. fruticulosa (Bertol.) Guinea,HFPZCAJZSCWRBC,10.30495/tpr.2022.694114,Micromeria graeca subsp. fruticulosa_HFPZCAJZSCWRBC
3876,micromeria fruticulosa (bertol.) grande,caryophyllene oxide,Micromeria graeca subsp. fruticulosa,Micromeria graeca subsp. fruticulosa (Bertol.) Guinea,NVEQFIOZRFFVFW,10.30495/tpr.2022.694114,Micromeria graeca subsp. fruticulosa_NVEQFIOZRFFVFW
3877,micromeria fruticulosa (bertol.) grande,borneol,Micromeria graeca subsp. fruticulosa,Micromeria graeca subsp. fruticulosa (Bertol.) Guinea,DTGKSKDOIYIVQL,10.30495/tpr.2022.694114,Micromeria graeca subsp. fruticulosa_DTGKSKDOIYIVQL
3878,micromeria graeca (l.) bentham et reichenb,trans-linalool oxide,Micromeria graeca,Micromeria graeca (L.) Benth. ex Rchb.,BRHDDEIRQPDPMG,10.30495/tpr.2022.694114,Micromeria graeca_BRHDDEIRQPDPMG
3879,micromeria graeca (l.) bentham et reichenb,camphor,Micromeria graeca,Micromeria graeca (L.) Benth. ex Rchb.,DSSYKIVIOFKYAU,10.30495/tpr.2022.694114,Micromeria graeca_DSSYKIVIOFKYAU
3880,micromeria graeca (l.) bentham et reichenb,β-chamigrene,Micromeria graeca,Micromeria graeca (L.) Benth. ex Rchb.,WLNGPDPILFYWKF,10.30495/tpr.2022.694114,Micromeria graeca_WLNGPDPILFYWKF
3881,micromeria graeca (l.) bentham et reichenb,trans-verbenol,Micromeria graeca,Micromeria graeca (L.) Benth. ex Rchb.,WONIGEXYPVIKFS,10.30495/tpr.2022.694114,Micromeria graeca_WONIGEXYPVIKFS
3882,micromeria graeca (l.) bentham et reichenb,caryophyllene oxide,Micromeria graeca,Micromeria graeca (L.) Benth. ex Rchb.,NVEQFIOZRFFVFW,10.30495/tpr.2022.694114,Micromeria graeca_NVEQFIOZRFFVFW
3883,micromeria graeca (l.) bentham et reichenb,α-bisabolol,Micromeria graeca,Micromeria graeca (L.) Benth. ex Rchb.,RGZSQWQPBWRIAQ,10.30495/tpr.2022.694114,Micromeria graeca_RGZSQWQPBWRIAQ
3884,micromeria graeca (l.) bentham et reichenb,allo-aromadendrene,Micromeria graeca,Micromeria graeca (L.) Benth. ex Rchb.,ITYNGVSTWVVPIC,10.30495/tpr.2022.694114,Micromeria graeca_ITYNGVSTWVVPIC
3885,micromeria graeca (l.) bentham et reichenb,epi-α-bisabolol,Micromeria graeca,Micromeria graeca (L.) Benth. ex Rchb.,RGZSQWQPBWRIAQ,10.30495/tpr.2022.694114,Micromeria graeca_RGZSQWQPBWRIAQ
3886,micromeria graeca (l.) bentham et reichenb,linalool,Micromeria graeca,Micromeria graeca (L.) Benth. ex Rchb.,CDOSHBSSFJOMGT,10.30495/tpr.2022.694114,Micromeria graeca_CDOSHBSSFJOMGT
3887,micromeria graeca (l.) bentham et reichenb,spathulenol,Micromeria graeca,Micromeria graeca (L.) Benth. ex Rchb.,FRMCCTDTYSRUBE,10.30495/tpr.2022.694114,Micromeria graeca_FRMCCTDTYSRUBE
3888,micromeria graeca (l.) bentham et reichenb,germacrene d,Micromeria graeca,Micromeria graeca (L.) Benth. ex Rchb.,GAIBLDCXCZKKJE,10.30495/tpr.2022.694114,Micromeria graeca_GAIBLDCXCZKKJE
3889,micromeria hedgei rech. f,neral,Micromeria hedgei,Micromeria hedgei Rech.f.,WTEVQBCEXWBHNA,10.30495/tpr.2022.694114,Micromeria hedgei_WTEVQBCEXWBHNA
3890,micromeria hedgei rech. f,α-humulene,Micromeria hedgei,Micromeria hedgei Rech.f.,FAMPSKZZVDUYOS,10.30495/tpr.2022.694114,Micromeria hedgei_FAMPSKZZVDUYOS
3891,micromeria hedgei rech. f,carvacrol,Micromeria hedgei,Micromeria hedgei Rech.f.,RECUKUPTGUEGMW,10.30495/tpr.2022.694114,Micromeria hedgei_RECUKUPTGUEGMW
3892,micromeria hedgei rech. f,(e)-caryophyllene,Micromeria hedgei,Micromeria hedgei Rech.f.,NPNUFJAVOOONJE,10.30495/tpr.2022.694114,Micromeria hedgei_NPNUFJAVOOONJE
3893,micromeria hedgei rech. f,geranial,Micromeria hedgei,Micromeria hedgei Rech.f.,WTEVQBCEXWBHNA,10.30495/tpr.2022.694114,Micromeria hedgei_WTEVQBCEXWBHNA
3894,micromeria hedgei rech. f,thymol,Micromeria hedgei,Micromeria hedgei Rech.f.,MGSRCZKZVOBKFT,10.30495/tpr.2022.694114,Micromeria hedgei_MGSRCZKZVOBKFT
3895,micromeria hedgei rech. f,geranyl acetate,Micromeria hedgei,Micromeria hedgei Rech.f.,HIGQPQRQIQDZMP,10.30495/tpr.2022.694114,Micromeria hedgei_HIGQPQRQIQDZMP
3896,micromeria hedgei rech. f,geraniol,Micromeria hedgei,Micromeria hedgei Rech.f.,GLZPCOQZEFWAFX,10.30495/tpr.2022.694114,Micromeria hedgei_GLZPCOQZEFWAFX
3897,micromeria hedgei rech. f,nerol,Micromeria hedgei,Micromeria hedgei Rech.f.,GLZPCOQZEFWAFX,10.30495/tpr.2022.694114,Micromeria hedgei_GLZPCOQZEFWAFX
3898,micromeria hedgei rech. f,caryophyllene oxide,Micromeria hedgei,Micromeria hedgei Rech.f.,NVEQFIOZRFFVFW,10.30495/tpr.2022.694114,Micromeria hedgei_NVEQFIOZRFFVFW
3899,micromeria herpyllomorpha webb and berth,"p-mentha-1,5-dien-8-ol",Micromeria herpyllomorpha,Micromeria herpyllomorpha Webb & Berthel.,FQEXRDMYDXBXEO,10.30495/tpr.2022.694114,Micromeria herpyllomorpha_FQEXRDMYDXBXEO
3900,micromeria herpyllomorpha webb and berth,β-bourbonene,Micromeria herpyllomorpha,Micromeria herpyllomorpha Webb & Berthel.,YIRAHEODBQONHI,10.30495/tpr.2022.694114,Micromeria herpyllomorpha_YIRAHEODBQONHI
3901,micromeria herpyllomorpha webb and berth,myrtenal,Micromeria herpyllomorpha,Micromeria herpyllomorpha Webb & Berthel.,KMRMUZKLFIEVAO,10.30495/tpr.2022.694114,Micromeria herpyllomorpha_KMRMUZKLFIEVAO
3902,micromeria herpyllomorpha webb and berth,α-pinene,Micromeria herpyllomorpha,Micromeria herpyllomorpha Webb & Berthel.,GRWFGVWFFZKLTI,10.30495/tpr.2022.694114,Micromeria herpyllomorpha_GRWFGVWFFZKLTI
3903,micromeria herpyllomorpha webb and berth,trans-verbenol,Micromeria herpyllomorpha,Micromeria herpyllomorpha Webb & Berthel.,WONIGEXYPVIKFS,10.30495/tpr.2022.694114,Micromeria herpyllomorpha_WONIGEXYPVIKFS
3904,micromeria herpyllomorpha webb and berth,verbenone,Micromeria herpyllomorpha,Micromeria herpyllomorpha Webb & Berthel.,DCSCXTJOXBUFGB,10.30495/tpr.2022.694114,Micromeria herpyllomorpha_DCSCXTJOXBUFGB
3905,micromeria herpyllomorpha webb and berth,dehydrosabinene,Micromeria herpyllomorpha,Micromeria herpyllomorpha Webb & Berthel.,LBVRQJWOZIMWNY,10.30495/tpr.2022.694114,Micromeria herpyllomorpha_LBVRQJWOZIMWNY
3906,micromeria herpyllomorpha webb and berth,p-cymene,Micromeria herpyllomorpha,Micromeria herpyllomorpha Webb & Berthel.,HFPZCAJZSCWRBC,10.30495/tpr.2022.694114,Micromeria herpyllomorpha_HFPZCAJZSCWRBC
3907,micromeria herpyllomorpha webb and berth,borneol,Micromeria herpyllomorpha,Micromeria herpyllomorpha Webb & Berthel.,DTGKSKDOIYIVQL,10.30495/tpr.2022.694114,Micromeria herpyllomorpha_DTGKSKDOIYIVQL
3908,micromeria herpyllomorpha webb and berth,trans-pinocarveol,Micromeria herpyllomorpha,Micromeria herpyllomorpha Webb & Berthel.,LCYXQUJDODZYIJ,10.30495/tpr.2022.694114,Micromeria herpyllomorpha_LCYXQUJDODZYIJ
3909,micromeria hyssopifolia webb and berth,"p-mentha-1,5-dien-8-ol",Micromeria ericifolia var. ericifolia,Micromeria ericifolia var. ericifolia,FQEXRDMYDXBXEO,10.30495/tpr.2022.694114,Micromeria ericifolia var. ericifolia_FQEXRDMYDXBXEO
3910,micromeria hyssopifolia webb and berth,camphene,Micromeria ericifolia var. ericifolia,Micromeria ericifolia var. ericifolia,CRPUJAZIXJMDBK,10.30495/tpr.2022.694114,Micromeria ericifolia var. ericifolia_CRPUJAZIXJMDBK
3911,micromeria hyssopifolia webb and berth,camphor,Micromeria ericifolia var. ericifolia,Micromeria ericifolia var. ericifolia,DSSYKIVIOFKYAU,10.30495/tpr.2022.694114,Micromeria ericifolia var. ericifolia_DSSYKIVIOFKYAU
3912,micromeria hyssopifolia webb and berth,p-cymen-8-ol,Micromeria ericifolia var. ericifolia,Micromeria ericifolia var. ericifolia,XLPDVYGDNRIQFV,10.30495/tpr.2022.694114,Micromeria ericifolia var. ericifolia_XLPDVYGDNRIQFV
3913,micromeria hyssopifolia webb and berth,verbenone,Micromeria ericifolia var. ericifolia,Micromeria ericifolia var. ericifolia,DCSCXTJOXBUFGB,10.30495/tpr.2022.694114,Micromeria ericifolia var. ericifolia_DCSCXTJOXBUFGB
3914,micromeria hyssopifolia webb and berth,α-pinene,Micromeria ericifolia var. ericifolia,Micromeria ericifolia var. ericifolia,GRWFGVWFFZKLTI,10.30495/tpr.2022.694114,Micromeria ericifolia var. ericifolia_GRWFGVWFFZKLTI
3915,micromeria hyssopifolia webb and berth,p-cymene,Micromeria ericifolia var. ericifolia,Micromeria ericifolia var. ericifolia,HFPZCAJZSCWRBC,10.30495/tpr.2022.694114,Micromeria ericifolia var. ericifolia_HFPZCAJZSCWRBC
