,example_compound_name,InChIKey,InChIKey_simp,organism_name,accepted_name,accepted_name_w_author,accepted_species,accepted_family,refDOI,sanitised_dois
452831,"2-(Hydroxymethyl)-3,6-dihydroxy-9,10-anthraquinone",VFILSEYHXFPERI-UHFFFAOYSA-N,VFILSEYHXFPERI,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452747,"7-(Benzoyloxymethyl)-5-hydroxy-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylic acid",RACZZKRQAIMXKY-UHFFFAOYSA-N,RACZZKRQAIMXKY,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452514,"1-Methoxy-3-hydroxy-9,10-dioxo-9,10-dihydroanthracene-2-carboxylic acid methyl ester",IPQHMSMORNOLGV-UHFFFAOYSA-N,IPQHMSMORNOLGV,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452823,"1,6-Dihydroxy-2-(hydroxymethyl)-3-(6-O-beta-D-xylopyranosyl-beta-D-glucopyranosyloxy)-9,10-anthraquinone",SWVHEMRKGGBKIZ-WFLOGZPDSA-N,SWVHEMRKGGBKIZ,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452433,"(1S)-1alpha-(beta-D-Glucopyranosyloxy)-5beta-acetoxy-7-(hydroxymethyl)-1,4aalpha,5,7aalpha-tetrahydrocyclopenta[c]pyran-4-carboxylic acid",DKSJVXMWGQVIEW-DILZHRMZSA-N,DKSJVXMWGQVIEW,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452714,"[2-Oxo-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,9-dioxatricyclo[5.3.1.04,11]undeca-1(10),5-dien-6-yl]methyl methylsulfanylformate",OJISWUQNQQWEND-UHFFFAOYSA-N,OJISWUQNQQWEND,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452898,"methyl 1-methoxy-9,10-dioxo-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3S,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxyanthracene-2-carboxylate",WGNUXEMGVHKOSU-ROAQNYAFSA-N,WGNUXEMGVHKOSU,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452874,"1,6-dihydroxy-2-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4R,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxyanthracene-9,10-dione",SWVHEMRKGGBKIZ-KINJWOQDSA-N,SWVHEMRKGGBKIZ,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452858,Q110077230,WGKFNKQBTTUDPE-QUFQFPGFSA-N,WGKFNKQBTTUDPE,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452677,"1-Methoxy-2-(hydroxymethyl)-3,6-dihydroxy-9,10-anthraquinone",RDSNBXLYTVVLLM-UHFFFAOYSA-N,RDSNBXLYTVVLLM,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452897,"Cyclopenta[c]pyran-4-carboxylicacid, 1-(b-D-glucopyranosyloxy)-1,4a,5,7a-tetrahydro-5-hydroxy-7-(hydroxymethyl)-,(1S,4aS,5S,7aS)-",ZVXWFPTVHBWJOU-UHFFFAOYSA-N,ZVXWFPTVHBWJOU,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452663,Q105216721,PYQHCLXXOHHIDC-UHFFFAOYSA-N,PYQHCLXXOHHIDC,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452808,"1,3,6-Trihydroxy-2-(methoxymethyl)-9,10-anthraquinone",UTXDNFSXFFFWGI-UHFFFAOYSA-N,UTXDNFSXFFFWGI,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452613,"1-Hydroxy-3-(6-O-beta-D-xylopyranosyl-beta-D-glucopyranosyloxy)-9,10-dioxo-9,10-dihydroanthracene-2-carboxylic acid methyl ester",KOGRPONKHIUKLH-OETLEKFPSA-N,KOGRPONKHIUKLH,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452819,Q105282984,VATYFHYJIYHADX-UHFFFAOYSA-N,VATYFHYJIYHADX,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452414,"(1S,4aS,5R,7aS)-5-acetyloxy-7-(hydroxymethyl)-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylic acid",DKSJVXMWGQVIEW-FUIAOSIISA-N,DKSJVXMWGQVIEW,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452715,Q105189641,OCXLLLWIXQZTLP-UHFFFAOYSA-N,OCXLLLWIXQZTLP,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452886,"Methyl 1,3,6-trihydroxy-9,10-dioxoanthracene-2-carboxylate",XSFMRTNLGSZWFX-UHFFFAOYSA-N,XSFMRTNLGSZWFX,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452466,"Methyl 5-hydroxy-7-(methylsulfanylcarbonyloxymethyl)-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylate",JNDNZIPLLDTLQK-UHFFFAOYSA-N,JNDNZIPLLDTLQK,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452777,Q105259799,SSONCXFOGTVDNE-UHFFFAOYSA-N,SSONCXFOGTVDNE,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452853,Q105364261,YUOFAUXZZZPWPA-UHFFFAOYSA-N,YUOFAUXZZZPWPA,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452855,Q115951072,GQEYSOSQWZICDM-YTEVHVIJSA-N,GQEYSOSQWZICDM,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452781,Q105285961,VGQBMHXNJUYFRO-UHFFFAOYSA-N,VGQBMHXNJUYFRO,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452461,Saprosmoside G,GQEYSOSQWZICDM-ANCHEDJZSA-N,GQEYSOSQWZICDM,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
452796,"1-Methoxy-3-(6-O-beta-D-xylopyranosyl-beta-D-glucopyranosyloxy)-9,10-dioxo-9,10-dihydroanthracene-2-carboxylic acid methyl ester",WGNUXEMGVHKOSU-GVOKKYEVSA-N,WGNUXEMGVHKOSU,Saprosma scortechinii,Saprosma scortechinii,Saprosma scortechinii King & Gamble,Saprosma scortechinii,Rubiaceae,10.1248/CPB.50.1035,10.1248_CPB.50.1035
176180,Sarcandrolide C,ADJGXPUZMBQGOG-IYEHQSOQSA-N,ADJGXPUZMBQGOG,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176507,Q105341337,XSXFCNQBVIDKGF-VRBARMLXSA-N,XSXFCNQBVIDKGF,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176134,Sarcandrolide D,FYTGVSJFROTUKO-FFTXOPGASA-N,FYTGVSJFROTUKO,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176364,"(1R,7S,8S,9S,10S,12R)-7,8-dihydroxy-4,9-dimethyl-13-methylidene-6-oxatetracyclo[7.4.0.03,7.010,12]tridec-3-en-5-one",LJLXBYGPGVKTBK-HSPPOUPDSA-N,LJLXBYGPGVKTBK,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176267,"(1R,7R,9R,10S,12R)-1-hydroxy-4,9-dimethyl-13-methylidene-6-oxatetracyclo[7.4.0.03,7.010,12]tridec-3-en-5-one",KYPVAEYWYXRXRQ-PRHQYYMVSA-N,KYPVAEYWYXRXRQ,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176261,Q105139190,KDKIOCIPCJDWMT-WWLXEQEFSA-N,KDKIOCIPCJDWMT,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176259,"(1R)-4,8aalpha-Dimethyl-6-(1-hydroxy-1-methylethyl)-1,2,4abeta,5,6,7,8,8a-octahydronaphthalene-1alpha,6beta-diol",JYAFOWYMYJPOAV-MXYBEHONSA-N,JYAFOWYMYJPOAV,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176254,"(4aS,8R,8aS,9aS)-4a,8-dihydroxy-3,5,8a-trimethyl-7,8,9,9a-tetrahydro-4H-benzo[f][1]benzofuran-2-one",JKEZXJRLOSZKNK-NEBZKDRISA-N,JKEZXJRLOSZKNK,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176432,Q105264892,TUNYYJHZXJEAHU-AGBNGXIVSA-N,TUNYYJHZXJEAHU,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176431,Shizukaol G,VQIMOHFODDGHOJ-XEQPTWOZSA-N,VQIMOHFODDGHOJ,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176569,spathulenol,FRMCCTDTYSRUBE-BGPZULBFSA-N,FRMCCTDTYSRUBE,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176700,shizukaol B,NCEFZVURTXZBJM-CLPLISGISA-N,NCEFZVURTXZBJM,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
176126,shizukaol E,CBDKFNUQVOMQJR-OXVUZWBSSA-N,CBDKFNUQVOMQJR,Sarcandra glabra,Sarcandra glabra,Sarcandra glabra (Thunb.) Nakai,Sarcandra glabra,Chloranthaceae,10.1021/NP9006469,10.1021_NP9006469
485188,γ-coniceine,PQSOVRNZJIENNW-UHFFFAOYSA-N,PQSOVRNZJIENNW,Sarracenia alata,Sarracenia alata,Sarracenia alata (Alph.Wood) Alph.Wood,Sarracenia alata,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485135,(+/-)-coniine,NDNUANOUGZGEPO-UHFFFAOYSA-N,NDNUANOUGZGEPO,Sarracenia alata,Sarracenia alata,Sarracenia alata (Alph.Wood) Alph.Wood,Sarracenia alata,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485174,(+/-)-coniine,NDNUANOUGZGEPO-UHFFFAOYSA-N,NDNUANOUGZGEPO,Sarracenia flava,Sarracenia flava,Sarracenia flava L.,Sarracenia flava,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485202,γ-coniceine,PQSOVRNZJIENNW-UHFFFAOYSA-N,PQSOVRNZJIENNW,Sarracenia flava,Sarracenia flava,Sarracenia flava L.,Sarracenia flava,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485151,(+/-)-coniine,NDNUANOUGZGEPO-UHFFFAOYSA-N,NDNUANOUGZGEPO,Sarracenia leucophylla,Sarracenia leucophylla,Sarracenia leucophylla Raf.,Sarracenia leucophylla,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485192,γ-coniceine,PQSOVRNZJIENNW-UHFFFAOYSA-N,PQSOVRNZJIENNW,Sarracenia leucophylla,Sarracenia leucophylla,Sarracenia leucophylla Raf.,Sarracenia leucophylla,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485186,γ-coniceine,PQSOVRNZJIENNW-UHFFFAOYSA-N,PQSOVRNZJIENNW,Sarracenia minor,Sarracenia minor,Sarracenia minor Walter,Sarracenia minor,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485216,(+/-)-coniine,NDNUANOUGZGEPO-UHFFFAOYSA-N,NDNUANOUGZGEPO,Sarracenia minor,Sarracenia minor,Sarracenia minor Walter,Sarracenia minor,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
50906,γ-coniceine,PQSOVRNZJIENNW-UHFFFAOYSA-N,PQSOVRNZJIENNW,Sarracenia oreophila,Sarracenia oreophila,Sarracenia oreophila (Kearney) Wherry,Sarracenia oreophila,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
50904,(+/-)-coniine,NDNUANOUGZGEPO-UHFFFAOYSA-N,NDNUANOUGZGEPO,Sarracenia oreophila,Sarracenia oreophila,Sarracenia oreophila (Kearney) Wherry,Sarracenia oreophila,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485156,(+/-)-coniine,NDNUANOUGZGEPO-UHFFFAOYSA-N,NDNUANOUGZGEPO,Sarracenia psittacina,Sarracenia psittacina,Sarracenia psittacina Michx.,Sarracenia psittacina,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485170,γ-coniceine,PQSOVRNZJIENNW-UHFFFAOYSA-N,PQSOVRNZJIENNW,Sarracenia psittacina,Sarracenia psittacina,Sarracenia psittacina Michx.,Sarracenia psittacina,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485184,(+/-)-coniine,NDNUANOUGZGEPO-UHFFFAOYSA-N,NDNUANOUGZGEPO,Sarracenia purpurea,Sarracenia purpurea,Sarracenia purpurea L.,Sarracenia purpurea,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485139,γ-coniceine,PQSOVRNZJIENNW-UHFFFAOYSA-N,PQSOVRNZJIENNW,Sarracenia purpurea,Sarracenia purpurea,Sarracenia purpurea L.,Sarracenia purpurea,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485190,(+/-)-coniine,NDNUANOUGZGEPO-UHFFFAOYSA-N,NDNUANOUGZGEPO,Sarracenia rubra,Sarracenia rubra,Sarracenia rubra Walter,Sarracenia rubra,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485153,γ-coniceine,PQSOVRNZJIENNW-UHFFFAOYSA-N,PQSOVRNZJIENNW,Sarracenia rubra,Sarracenia rubra,Sarracenia rubra Walter,Sarracenia rubra,Sarraceniaceae,10.1371/JOURNAL.PONE.0171078,10.1371_JOURNAL.PONE.0171078
485297,CID 11399874,GSWZMFDCPMPHDL-UHFFFAOYSA-N,GSWZMFDCPMPHDL,Saururus chinensis,Saururus chinensis,Saururus chinensis (Lour.) Baill.,Saururus chinensis,Saururaceae,10.4097/KJAE.2012.62.2.161,10.4097_KJAE.2012.62.2.161
495092,(2R)-1-[(2S)-1-methylpyrrolidin-2-yl]propan-2-ol,CWMYODFAUAJKIV-SFYZADRCSA-N,CWMYODFAUAJKIV,Schizanthus litoralis,Schizanthus litoralis,Schizanthus litoralis Phil.,Schizanthus litoralis,Solanaceae,10.1016/0031-9422(96)00308-1,10.1016_0031-9422(96)00308-1
495852,"(1R,3R,5S,6R)-8-methyl-6-{[(2Z)-2-methylbut-2-enoyl]oxy}-8-azabicyclo[3.2.1]octan-3-yl (1R,3S,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl 2-methylidenebutanedioate",VWKHLWKXXWUJID-XUJBDJJMSA-N,VWKHLWKXXWUJID,Schizanthus litoralis,Schizanthus litoralis,Schizanthus litoralis Phil.,Schizanthus litoralis,Solanaceae,10.1016/0031-9422(96)00308-1,10.1016_0031-9422(96)00308-1
495526,N-feruloyltyramine; Moupinamide,NPNNKDMSXVRADT-UHFFFAOYSA-N,NPNNKDMSXVRADT,Schizanthus litoralis,Schizanthus litoralis,Schizanthus litoralis Phil.,Schizanthus litoralis,Solanaceae,10.1016/0031-9422(96)00308-1,10.1016_0031-9422(96)00308-1
495351,"1-O-methyl 4-O-[(1R,3R,5S,6R)-8-methyl-6-(3-methylbut-2-enoyloxy)-8-azabicyclo[3.2.1]octan-3-yl] (E)-2-methylbut-2-enedioate",HVFPWEGSYCUCEV-PUXZYIJASA-N,HVFPWEGSYCUCEV,Schizanthus litoralis,Schizanthus litoralis,Schizanthus litoralis Phil.,Schizanthus litoralis,Solanaceae,10.1016/0031-9422(96)00308-1,10.1016_0031-9422(96)00308-1
495920,(-)-Hygroline,CWMYODFAUAJKIV-HTQZYQBOSA-N,CWMYODFAUAJKIV,Schizanthus litoralis,Schizanthus litoralis,Schizanthus litoralis Phil.,Schizanthus litoralis,Solanaceae,10.1016/0031-9422(96)00308-1,10.1016_0031-9422(96)00308-1
495202,"1-O-methyl 4-O-[(1R,3R,5S,6R)-8-methyl-6-[(E)-3-phenylprop-2-enoyl]oxy-8-azabicyclo[3.2.1]octan-3-yl] (E)-2-methylbut-2-enedioate",DFGZBHQWARLLMF-QAYISPQJSA-N,DFGZBHQWARLLMF,Schizanthus litoralis,Schizanthus litoralis,Schizanthus litoralis Phil.,Schizanthus litoralis,Solanaceae,10.1016/0031-9422(96)00308-1,10.1016_0031-9422(96)00308-1
495759,3alpha-Senecioyloxy-7beta-hydroxytropane,UUQGYKIAWSKORN-WISYIIOYSA-N,UUQGYKIAWSKORN,Schizanthus litoralis,Schizanthus litoralis,Schizanthus litoralis Phil.,Schizanthus litoralis,Solanaceae,10.1016/0031-9422(96)00308-1,10.1016_0031-9422(96)00308-1
495124,n-cis-Feruloyltyramine,NPNNKDMSXVRADT-UITAMQMPSA-N,NPNNKDMSXVRADT,Schizanthus litoralis,Schizanthus litoralis,Schizanthus litoralis Phil.,Schizanthus litoralis,Solanaceae,10.1016/0031-9422(96)00308-1,10.1016_0031-9422(96)00308-1
495902,(E)-N-feruloyltyramine,NPNNKDMSXVRADT-WEVVVXLNSA-N,NPNNKDMSXVRADT,Schizanthus litoralis,Schizanthus litoralis,Schizanthus litoralis Phil.,Schizanthus litoralis,Solanaceae,10.1016/0031-9422(96)00308-1,10.1016_0031-9422(96)00308-1
495632,3alpha-Hydroxy-7beta-senecioyloxytropane,QZYYERCILYTPQO-WISYIIOYSA-N,QZYYERCILYTPQO,Schizanthus litoralis,Schizanthus litoralis,Schizanthus litoralis Phil.,Schizanthus litoralis,Solanaceae,10.1016/0031-9422(96)00308-1,10.1016_0031-9422(96)00308-1
495089,"1-O-methyl 4-O-[(1S,3S,5R,6S)-8-methyl-6-[(E)-2-methylbut-2-enoyl]oxy-8-azabicyclo[3.2.1]octan-3-yl] 2-methylidenebutanedioate",AOYQAZNNRNVKSE-UZIKFZGWSA-N,AOYQAZNNRNVKSE,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
495818,"1-O-[(1R,3S,5S,6R)-8-methyl-6-(3-methylbut-2-enoyloxy)-8-azabicyclo[3.2.1]octan-3-yl] 4-O-[(1S,3R,5R,6S)-8-methyl-6-(3-methylbut-2-enoyloxy)-8-azabicyclo[3.2.1]octan-3-yl] (Z)-2-methylbut-2-enedioate",ZDZMTNGYZHLLRC-YKMOHRIPSA-N,ZDZMTNGYZHLLRC,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
495287,"[(1S,3S,5R,6S)-3-hydroxy-8-methyl-8-azabicyclo[3.2.1]octan-6-yl] (E)-2-methylbut-2-enoate",FSTVJNLNEVDORU-MFCSVHNESA-N,FSTVJNLNEVDORU,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
495835,"1-O-ethyl 4-O-[(1S,3S,5R,6S)-8-methyl-6-[(E)-2-methylbut-2-enoyl]oxy-8-azabicyclo[3.2.1]octan-3-yl] 2-methylidenebutanedioate",WMFMZTXHTPOWMQ-DPWZBHSMSA-N,WMFMZTXHTPOWMQ,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
495281,3alpha-Hydroxy-6beta-angeloyloxytropane,FSTVJNLNEVDORU-KRVMMJIHSA-N,FSTVJNLNEVDORU,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
495277,"1-O-ethyl 4-O-[(1S,3S,5R,6S)-8-methyl-6-[(E)-2-methylbut-2-enoyl]oxy-8-azabicyclo[3.2.1]octan-3-yl] (E)-2-methylbut-2-enedioate",BMCYUBMWFPFWQQ-YVIXRUEDSA-N,BMCYUBMWFPFWQQ,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
495364,"1-O-methyl 4-O-[(1S,3S,5R,6S)-8-methyl-6-[(Z)-2-methylbut-2-enoyl]oxy-8-azabicyclo[3.2.1]octan-3-yl] (E)-2-methylbut-2-enedioate",HTJMXYOKUGEWDB-HOJYBCRBSA-N,HTJMXYOKUGEWDB,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
495305,"1-O-methyl 4-O-[(1S,3S,5R,6S)-8-methyl-6-[(E)-2-methylbut-2-enoyl]oxy-8-azabicyclo[3.2.1]octan-3-yl] (E)-2-methylbut-2-enedioate",HTJMXYOKUGEWDB-AVNBRKTCSA-N,HTJMXYOKUGEWDB,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
495111,"1-O-methyl 4-O-[(1S,3S,5R,6S)-8-methyl-6-[(Z)-2-methylbut-2-enoyl]oxy-8-azabicyclo[3.2.1]octan-3-yl] 2-methylidenebutanedioate",AOYQAZNNRNVKSE-AMQULJCJSA-N,AOYQAZNNRNVKSE,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
495722,3alpha-Senecioyloxy-6beta-hydroxytropane,UUQGYKIAWSKORN-YFKTTZPYSA-N,UUQGYKIAWSKORN,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
495964,tropine,CYHOMWAPJJPNMW-JIGDXULJSA-N,CYHOMWAPJJPNMW,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
495860,"1-O-ethyl 4-O-[(1S,3S,5R,6S)-8-methyl-6-[(Z)-2-methylbut-2-enoyl]oxy-8-azabicyclo[3.2.1]octan-3-yl] 2-methylidenebutanedioate",WMFMZTXHTPOWMQ-DWFSEAIGSA-N,WMFMZTXHTPOWMQ,Schizanthus pinnatus,Schizanthus pinnatus,Schizanthus pinnatus Ruiz & Pav.,Schizanthus pinnatus,Solanaceae,10.3987/COM-88-4562,10.3987_COM-88-4562
223069,Myricitrin,DCYOADKBABEMIQ-OWMUPTOHSA-N,DCYOADKBABEMIQ,Schotia brachypetala,Schotia brachypetala,Schotia brachypetala Sond.,Schotia brachypetala,Fabaceae,10.1016/J.JEP.2018.11.034,10.1016_J.JEP.2018.11.034
